[12340:21056:0201/141326.048:WARNING:chrome_main_delegate.cc(745)] This is Chrome version 128.0.6613.138 (not a warning)
[12740:18408:0201/142408.680:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1048).
[12740:18408:0201/142408.695:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1048).
[12740:18408:0201/142408.710:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1048).
[12740:18408:0201/142408.725:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1048).
[12740:18408:0201/142408.741:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1048).
[12740:18408:0201/142408.757:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1048).
[12740:18408:0201/142408.787:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1048).
[12740:18408:0201/142408.789:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1048).
[12740:18408:0201/142408.818:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1048).
[12740:18408:0201/142408.834:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1048).
[12740:18408:0201/142408.849:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1048).
[12740:18408:0201/142408.866:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1048).
[12740:18408:0201/142408.880:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1048).
[12740:18408:0201/142408.896:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1048).
[12740:18408:0201/142408.912:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1048).
[12740:18408:0201/142408.928:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1048).
[12740:18408:0201/142408.943:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1048).
[12740:18408:0201/142409.005:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1051).
[12740:18408:0201/142409.037:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1051).
[12740:18408:0201/142409.039:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1051).
[12740:18408:0201/142409.068:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1051).
[12740:18408:0201/142409.084:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1051).
[12740:18408:0201/142409.100:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1051).
[12740:18408:0201/142409.116:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1051).
[12740:18408:0201/142409.131:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1051).
[12740:18408:0201/142409.147:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1051).
[12740:18408:0201/142409.163:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1051).
[12740:18408:0201/142409.179:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1051).
[12740:18408:0201/142409.195:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1051).
[12740:18408:0201/142409.210:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1051).
[12740:18408:0201/142409.226:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1051).
[12740:18408:0201/142409.241:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1051).
[12740:18408:0201/142409.256:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1051).
[12740:18408:0201/142409.272:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1051).
[12740:18408:0201/142409.349:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1054).
[12740:18408:0201/142409.364:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1054).
[12740:18408:0201/142409.379:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1054).
[12740:18408:0201/142409.394:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1054).
[12740:18408:0201/142409.409:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1054).
[12740:18408:0201/142409.425:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1054).
[12740:18408:0201/142409.441:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1054).
[12740:18408:0201/142409.456:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1054).
[12740:18408:0201/142409.472:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1054).
[12740:18408:0201/142409.502:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1054).
[12740:18408:0201/142409.506:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1054).
[12740:18408:0201/142409.533:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1054).
[12740:18408:0201/142409.548:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1054).
[12740:18408:0201/142409.563:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1054).
[12740:18408:0201/142409.580:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1054).
[12740:18408:0201/142409.595:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1054).
[12740:18408:0201/142409.610:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1054).
[12740:18408:0201/142409.657:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1056).
[12740:18408:0201/142409.671:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1056).
[12740:18408:0201/142409.703:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1056).
[12740:18408:0201/142409.706:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1056).
[12740:18408:0201/142409.734:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1056).
[12740:18408:0201/142409.750:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1056).
[12740:18408:0201/142409.764:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1056).
[12740:18408:0201/142409.780:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1056).
[12740:18408:0201/142409.796:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1056).
[12740:18408:0201/142409.812:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1056).
[12740:18408:0201/142409.828:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1056).
[12740:18408:0201/142409.842:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1056).
[12740:18408:0201/142409.858:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1056).
[12740:18408:0201/142409.874:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1056).
[12740:18408:0201/142409.890:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1056).
[12740:18408:0201/142409.906:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1056).
[12740:18408:0201/142409.922:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1056).
[12740:18408:0201/142409.971:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1058).
[12740:18408:0201/142409.999:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1058).
[12740:18408:0201/142410.016:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1058).
[12740:18408:0201/142410.031:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1058).
[12740:18408:0201/142410.045:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1058).
[12740:18408:0201/142410.061:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1058).
[12740:18408:0201/142410.076:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1058).
[12740:18408:0201/142410.093:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1058).
[12740:18408:0201/142410.108:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1058).
[12740:18408:0201/142410.124:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1058).
[12740:18408:0201/142410.139:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1058).
[12740:18408:0201/142410.170:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1058).
[12740:18408:0201/142410.173:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1058).
[12740:18408:0201/142410.200:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1058).
[12740:18408:0201/142410.215:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1058).
[12740:18408:0201/142410.232:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1058).
[12740:18408:0201/142410.247:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1058).
[12740:18408:0201/142410.263:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1058).
[12740:18408:0201/142410.325:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1061).
[12740:18408:0201/142410.340:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1061).
[12740:18408:0201/142410.370:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1061).
[12740:18408:0201/142410.372:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1061).
[12740:18408:0201/142410.402:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1061).
[12740:18408:0201/142410.416:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1061).
[12740:18408:0201/142410.422:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1061).
[12740:18408:0201/142410.447:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1061).
[12740:18408:0201/142410.463:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1061).
[12740:18408:0201/142410.478:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1061).
[12740:18408:0201/142410.492:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1061).
[12740:18408:0201/142410.509:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1061).
[12740:18408:0201/142410.525:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1061).
[12740:18408:0201/142410.540:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1061).
[12740:18408:0201/142410.556:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1061).
[12740:18408:0201/142410.586:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1061).
[12740:18408:0201/142410.589:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1061).
[12740:18408:0201/142410.649:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1063).
[12740:18408:0201/142410.663:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1063).
[12740:18408:0201/142410.679:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1063).
[12740:18408:0201/142410.695:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1063).
[12740:18408:0201/142410.710:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1063).
[12740:18408:0201/142410.726:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1063).
[12740:18408:0201/142410.740:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1063).
[12740:18408:0201/142410.757:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1063).
[12740:18408:0201/142410.772:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1063).
[12740:18408:0201/142410.803:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1063).
[12740:18408:0201/142410.806:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1063).
[12740:18408:0201/142410.835:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1063).
[12740:18408:0201/142410.850:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1063).
[12740:18408:0201/142410.865:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1063).
[12740:18408:0201/142410.880:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1063).
[12740:18408:0201/142410.896:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1063).
[12740:18408:0201/142410.912:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1063).
[12740:18408:0201/142410.927:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1063).
[12740:18408:0201/142410.942:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1063).
[12740:18408:0201/142411.020:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1066).
[12740:18408:0201/142411.023:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1066).
[12740:18408:0201/142411.053:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1066).
[12740:18408:0201/142411.056:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1066).
[12740:18408:0201/142411.083:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1066).
[12740:18408:0201/142411.099:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1066).
[12740:18408:0201/142411.114:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1066).
[12740:18408:0201/142411.129:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1066).
[12740:18408:0201/142411.144:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1066).
[12740:18408:0201/142411.159:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1066).
[12740:18408:0201/142411.175:VERBOSE1:video_capture_oracle.cc(250)] Client rejects proposal to capture frame (at #1066).
